Wavelength,uJ/count
338.5374925,7.080123793575802e-09
338.9177132,7.212044121725351e-09
339.297902,7.3436341649282115e-09
339.6780589,1.7966693876845707e-08
340.0581838,6.2714109494956596e-09
340.4382767,1.4765241889963e-08
340.8183376,1.6515262891018538e-08
341.1983666,6.247340178365252e-08
341.5783635,1.7853911413097012e-08
341.9583283,-2.6367442401038753e-08
342.3382611,-5.46705800817424e-07
342.7181619,-4.984813222310637e-08
343.0980305,-5.250437833346131e-08
343.4778671,-1.8211162218914056e-08
343.8576715,-2.434577653980878e-08
344.2374438,-7.062122046348106e-08
344.617184,4.3593104426666634e-08
344.996892,1.6779718724943605e-08
345.3765678,1.7958753287372064e-08
345.7562114,-3.8478306665676106e-08
346.1358229,3.9181103430256536e-07
346.5154021,-2.929125966529943e-08
346.8949491,-1.0921016008917038e-08
347.2744638,-1.4658545724662466e-08
347.6539463,4.113671861852696e-08
348.0333965,-2.028555684273177e-07
348.4128144,2.01138924906829e-08
348.7921999,7.2837815262893615e-09
349.1715532,1.4057066669259356e-08
349.5508741,1.557694997236202e-08
349.9301627,6.50078780838213e-08
350.3094189,-1.346230196525225e-08
350.6886427,-8.373147243402192e-09
351.0678341,-9.11268294877748e-08
351.4469931,2.1841739736035524e-08
351.8261196,2.6012230708890564e-08
352.2052138,1.0595175103270533e-08
352.5842754,7.169792549509679e-09
352.9633046,6.728420116958986e-09
353.3423013,8.83503410062518e-09
353.7212655,6.925562863746294e-09
354.1001971,1.0670157286104242e-08
354.4790963,1.0605822548150316e-08
354.8579629,2.2605517793428972e-08
355.2367969,1.2807221759299374e-07
355.6155983,4.073755507471516e-08
355.9943671,3.509590159727053e-08
356.3731034,6.041457772997083e-08
356.751807,-1.8406572580067026e-07
357.1304779,3.140097459667668e-08
357.5091162,4.892579534321892e-07
357.8877219,-3.067684993978416e-08
358.2662948,-1.7225390575826026e-08
358.6448351,-1.798345616766349e-08
359.0233426,-9.16822958141711e-09
359.4018174,-1.2424847443317177e-08
359.7802594,-2.5691920090550585e-08
360.1586687,-9.956977861497068e-08
360.5370453,-1.0163328423653687e-07
360.915389,2.303432021571376e-08
361.2936999,3.7671673211917274e-08
361.671978,2.135706822873474e-08
362.0502233,5.198174310411259e-08
362.4284357,1.65133150524603e-08
362.8066152,-1.9607747752423264e-06
363.1847619,2.0757711791906326e-08
363.5628756,2.0914070140115512e-08
363.9409565,1.8119861985086064e-08
364.3190044,2.7411608499735544e-08
364.6970194,1.2724034799268878e-08
365.0750014,2.3244202550161132e-08
365.4529505,1.5197173807661644e-08
365.8308666,1.4403569984600527e-08
366.2087496,1.643060339369094e-08
366.5865997,1.952883356360963e-08
366.9644167,3.7051056551720327e-08
367.3422007,5.49455915247936e-08
367.7199516,6.014261735007939e-08
368.0976694,4.941609911442373e-08
368.4753541,5.769526636500989e-07
368.8530058,-2.6294270799349146e-06
369.2306243,6.023399847728287e-07
369.6082097,-9.149896760847487e-08
369.9857619,-4.3938229783275106e-08
370.3632809,-5.15340729401798e-08
370.7407668,-4.80786182647885e-08
371.1182195,-2.4469737742636023e-08
371.495639,-9.237745613698097e-08
371.8730252,-1.0035006465431079e-07
372.2503782,2.724674021959643e-06
372.6276979,-2.3934357632885803e-07
373.0049844,4.468561523069863e-08
373.3822376,5.745255366388285e-08
373.7594574,3.677593815980364e-08
374.136644,3.012452958217831e-08
374.5137972,1.9451600338183955e-08
374.8909171,2.3784764861622708e-08
375.2680036,3.894206468249621e-08
375.6450567,3.104736359367489e-08
376.0220765,4.3786457608005936e-08
376.3990628,3.676707946403674e-08
376.7760157,-9.789568579217675e-07
377.1529352,1.4225494118519427e-06
377.5298212,-4.077481704088787e-08
377.9066737,-2.3465471685117302e-08
378.2834928,-2.545416748171002e-08
378.6602784,-3.261690018055788e-08
379.0370304,-2.5184774586237284e-08
379.413749,-2.9844398021974384e-08
379.7904339,6.039119897841235e-07
380.1670854,3.837233867143784e-07
380.5437032,3.884269153803152e-08
380.9202875,3.8951738736475e-08
381.2968381,6.89305719445835e-08
381.6733552,-7.356467161984453e-08
382.0498386,-2.7072991206206638e-08
382.4262883,-1.702999227165422e-08
382.8027044,-1.9092756884834978e-08
383.1790869,-8.771645956150607e-08
383.5554356,8.885383941269295e-08
383.9317506,5.305805177827957e-08
384.3080319,5.7173397990681367e-08
384.6842794,7.001507626573522e-08
385.0604932,5.783758475680898e-08
385.4366732,1.3579771889591317e-07
385.8128195,7.139699191382486e-08
386.1889319,3.619486086658668e-08
386.5650106,7.066521095052678e-08
386.9410554,-3.5198807021398684e-08
387.3170663,-3.1495778947101785e-08
387.6930434,-3.576774022374732e-08
388.0689866,-3.857413008933872e-08
388.444896,2.047920044431063e-06
388.8207714,6.172068623244564e-08
389.1966129,-2.3471700351085346e-06
389.5724205,-9.95694551268108e-08
389.9481941,-3.8109868676361585e-08
390.3239338,-3.0662115676484856e-08
390.6996394,-2.782114928017308e-08
391.0753111,-5.279715313320877e-08
391.4509488,-7.051931512978549e-08
391.8265525,-1.2750063516765008e-07
392.2021221,1.39717451394175e-07
392.5776576,5.599657120573544e-08
392.9531591,4.167536007683082e-08
393.3286265,4.699503872225573e-08
393.7040598,5.200258868747621e-08
394.079459,1.737310677858884e-07
394.4548241,-2.2296076030020958e-07
394.830155,-1.3099715643438595e-06
395.2054517,8.700652385249517e-08
395.5807143,3.942542030775882e-08
395.9559427,7.621617808272094e-08
396.3311369,9.453803492437107e-08
396.7062968,3.180362604157598e-07
397.0814225,6.041453081226494e-07
397.456514,-6.813222926520079e-08
397.8315712,-2.2602591736118052e-07
398.2065942,2.762957330833395e-06
398.5815828,7.277134514848008e-08
398.9565371,1.0368781663405859e-07
399.3314571,6.047993557276642e-08
399.7063428,9.870260600915667e-08
400.0811941,2.1319384377275468e-07
400.456011,-1.7890643003691219e-07
400.8307935,-1.3984269697120506e-07
401.2055417,-5.363279776253378e-08
401.5802554,-4.228363921062584e-08
401.9549347,-4.760492157920961e-08
402.3295795,-4.888520488289314e-08
402.7041899,-3.6729234308785245e-08
403.0787658,-4.637920555658247e-08
403.4533073,5.58955591682195e-05
403.8278142,2.8633809588954334e-07
404.2022866,-4.474009943015386e-08
404.5767244,-5.861803212770027e-08
404.9511277,-3.246909938517567e-07
405.3254965,-6.534394413090537e-08
405.6998306,-7.028083836902332e-08
406.0741302,3.628303514071156e-07
406.4483951,9.03027470382273e-08
406.8226255,1.6728347780295882e-07
407.1968212,1.0193800692174034e-07
407.5709822,6.593501185942223e-08
407.9451085,3.974484458264094e-08
408.3192002,8.070682626043684e-08
408.6932572,2.581592841888441e-07
409.0672794,-4.1109490667855997e-07
409.4412669,-8.764627304922087e-08
409.8152197,-9.716593027265859e-08
410.1891377,-4.210481523263188e-06
410.5630209,1.264424259854869e-07
410.9368694,-1.669134518830887e-06
411.310683,1.1449898404375258e-07
411.6844618,1.807808062529278e-07
412.0582058,-4.6926941793895796e-07
412.4319149,-1.3060407326014483e-07
412.8055892,-4.0939780586350634e-07
413.1792285,-1.2898763098736118e-07
413.552833,-6.500381663780703e-08
413.9264026,-5.857297343252791e-08
414.2999372,-4.841703533953279e-08
414.6734369,-7.327236408113238e-08
415.0469016,-1.0014453767724621e-07
415.4203314,4.525160025384052e-07
415.7937262,2.9431708147397513e-07
416.1670859,5.1262831544015906e-08
416.5404107,7.751429822928668e-08
416.9137004,5.6485751909334044e-08
417.2869551,9.838842306555133e-08
417.6601747,5.9167984718984514e-08
418.0333592,2.455494081970241e-07
418.4065087,8.19579533448993e-08
418.779623,-1.458492780949566e-07
419.1527022,-9.378076794214235e-08
419.5257463,-5.44854521475779e-08
419.8987552,-6.284651656838449e-08
420.2717289,-3.9923053716034345e-08
420.6446675,-1.0893917812312609e-07
421.0175709,-1.1387432799861158e-07
421.390439,-1.590189527456669e-07
421.763272,-4.265449250558768e-07
422.1360696,-1.7305541623865943e-07
422.5088321,-8.470576462815288e-08
422.8815592,-1.085860394849133e-07
423.2542511,-1.5854187740256598e-07
423.6269076,-7.94889363604309e-08
423.9995289,-1.8930949387878226e-07
424.3721148,-2.874580422269205e-07
424.7446653,-3.050565396142634e-06
425.1171805,-1.28702197360511e-07
425.4896604,2.506485977269364e-07
425.8621048,1.1686004404096181e-07
426.2345138,1.1689737315398117e-07
426.6068874,2.292358315900815e-07
426.9792255,6.982493304152363e-08
427.3515282,5.603876928607072e-07
427.7237955,1.7520519809686703e-06
428.0960272,5.242208287736175e-07
428.4682234,-1.8573581168283873e-07
428.8403842,-5.449328746671027e-08
429.2125094,-4.345646765206534e-08
429.584599,-4.011479717199771e-08
429.9566531,-4.1366619444133325e-08
430.3286717,-8.64810593260352e-08
430.7006546,-3.9959371179079754e-07
431.0726019,1.7448540882875306e-07
431.4445136,4.4103707204744883e-07
431.8163897,-5.18675165976064e-07
432.1882301,-1.2318997483789218e-07
432.5600349,-2.2854956163377362e-07
432.931804,-2.692832143158069e-07
433.3035374,-1.0457490961319383e-06
433.6752351,1.4175529989324644e-07
434.046897,-2.42518111658328e-07
434.4185232,-3.856528712376853e-08
434.7901137,-5.275787472710997e-08
435.1616684,-2.8989218608899493e-08
435.5331873,-2.1459797243723427e-08
435.9046704,-3.0645776128748316e-08
436.2761177,-4.735974559253639e-08
436.6475291,-3.8892332826928165e-08
437.0189047,-8.489763953019154e-08
437.3902445,-1.4876548834173197e-07
437.7615484,-1.9285400944624964e-07
438.1328164,3.610155378071096e-07
438.5040485,-4.3949770906224124e-07
438.8752446,-9.177843608170602e-07
439.2464048,5.1831935993838295e-05
439.6175291,-2.4088018603710383e-05
439.9886174,-8.858799946853855e-07
440.3596698,-8.089299652608901e-07
440.7306861,1.0407344680791865e-06
441.1016664,3.9636349293918775e-07
441.4726107,3.8335194244554654e-07
441.843519,-9.311402368232754e-07
442.2143912,6.064871335406391e-07
442.5852273,7.105519861735785e-07
442.9560274,-2.666620466908739e-06
443.3267913,-4.48470686424423e-07
443.6975192,-7.777955980610154e-07
444.0682109,4.429718758860432e-06
444.4388664,-4.947848367247769e-06
444.8094858,1.6973534604637643e-06
445.180069,-7.175120216610447e-07
445.550616,-5.279743352267756e-07
445.9211269,-1.8889642906402788e-07
446.2916015,-1.4907414091453942e-07
446.6620398,-9.57038493209923e-08
447.0324419,-1.4857421808018283e-07
447.4028078,-1.6865167889155315e-07
447.7731374,-3.6894517643010936e-07
448.1434306,-6.549237251538952e-07
448.5136876,2.4811320224177834e-07
448.8839082,1.4659802117058386e-06
449.2540925,2.051735196863307e-06
449.6242404,-3.9339201519365196e-07
449.994352,-3.5169651679954306e-07
450.3644272,-1.2450701179806976e-07
450.7344659,-1.7144175755895304e-07
451.1044683,-1.5815332050334244e-07
451.4744342,-1.7300518109581684e-07
451.8443637,-1.9222571186150072e-07
452.2142567,-2.8984384259791195e-07
452.5841132,-2.0583412220275582e-07
452.9539333,-2.3253375556154827e-07
453.3237168,-1.3078774757203354e-07
453.6934638,-2.0356015331662118e-07
454.0631743,-3.3124147080938226e-07
454.4328483,-6.036258588953447e-07
454.8024856,8.814491702899669e-07
455.1720864,1.4605007178879965e-07
455.5416506,2.9008471816625544e-07
455.9111781,2.433422523408401e-07
456.2806691,2.4530265374081326e-07
456.6501234,4.877012079848061e-07
457.019541,1.7625395850556475e-06
457.388922,3.776420189834274e-07
457.7582663,1.9236839835628038e-06
458.1275739,1.58157416303567e-06
458.4968447,-6.095397151966406e-07
458.8660788,-2.7655044442884176e-07
459.2352762,-1.4508300693594973e-07
459.6044368,-1.1815455933331334e-07
459.9735607,-1.0256790318106191e-07
460.3426477,-1.0770297684045963e-07
460.711698,-9.92567250807578e-08
461.0807114,-1.134562167145535e-07
461.449688,-1.5825583204227945e-07
461.8186277,-1.7149124532954306e-07
462.1875306,-1.485789343724051e-07
462.5563965,-2.1889772606499002e-07
462.9252256,-3.3315487920457715e-07
463.2940178,-3.045806704479996e-07
463.662773,-3.2785884642607734e-07
464.0314913,-2.459477019661748e-07
464.4001726,-2.0698613495207041e-07
464.768817,-1.9786973502594475e-07
465.1374244,-2.2630693573079278e-07
465.5059948,-1.3441526297506245e-07
465.8745281,-2.6799300133133503e-07
466.2430244,-1.9105657522047157e-07
466.6114837,-1.1562770536659783e-07
466.9799059,-1.1832452786953807e-07
467.348291,-2.511096887837552e-07
467.7166391,-1.8950522870796248e-07
468.08495,-2.8193437029612056e-07
468.4532238,2.308814929671934e-05
468.8214604,-3.830423651039437e-07
469.18966,-2.891567360222707e-07
469.5578223,-2.3628268648826354e-07
469.9259474,-1.8397148124126754e-07
470.2940354,-1.5443596249374066e-07
470.6620861,-2.1887307763107593e-07
471.0300997,-2.744706099103828e-07
471.3980759,-3.7831529927655087e-07
471.7660149,-1.7440443895449724e-07
472.1339167,-1.9923888223832855e-07
472.5017811,-1.5354548525828758e-07
472.8696083,-1.2830975367332403e-07
473.2373981,-1.1318964709818725e-07
473.6051506,-2.852195672718547e-07
473.9728657,-3.5670169299280097e-07
474.3405435,2.7875166936056708e-06
474.7081839,-6.86966201747584e-07
475.0757869,5.788458625318702e-06
475.4433525,-1.5505296488034393e-06
475.8108806,-3.434584981762024e-07
476.1783714,-4.1650479655637294e-07
476.5458246,-1.1586075592353765e-06
476.9132404,-3.0026676417455686e-07
477.2806188,-8.508349983544352e-07
477.6479596,1.079739424689449e-06
478.0152629,-4.427108113557599e-07
478.3825287,-5.009718375039002e-07
478.7497569,7.150498022951198e-07
479.1169476,-1.9986314543782135e-06
479.4841007,-1.1883596245091883e-06
479.8512162,2.23708246518408e-06
480.2182941,2.248780615537854e-06
480.5853343,-4.264256824663728e-07
480.952337,-2.9676418505047036e-07
481.319302,-4.3694500624456567e-07
481.6862293,-6.266282740951246e-07
482.0531189,-6.411986051595313e-07
482.4199709,-1.7261608690359332e-06
482.7867851,-4.843093524354529e-06
483.1535616,-1.426319354968823e-05
483.5203004,-7.266214451026714e-07
483.8870014,-6.036912435957987e-07
484.2536647,-1.5445938892333954e-06
484.6202902,-2.3688593631272357e-06
484.9868778,-4.2564719950006825e-07
485.3534277,-6.63842203486296e-07
485.7199397,-7.809981859320441e-07
486.0864138,-4.6973637696910623e-07
486.4528502,-5.500623405083758e-07
486.8192486,-6.358276186593906e-07
487.1856091,-9.267150684232616e-07
487.5519318,-2.7608267168134967e-07
487.9182165,-1.9087334544678396e-07
488.2844633,-1.3565274112617407e-07
488.6506721,-1.1385610956552393e-07
489.0168429,-1.0453958689802894e-07
489.3829758,-1.6607116308038733e-07
489.7490707,-2.756145946783601e-07
490.1151276,-9.053969165991358e-07
490.4811464,-1.4746477919937461e-06
490.8471272,-2.3654366262609188e-05
491.21307,-5.775884596390175e-07
491.5789747,-4.736175229961925e-07
491.9448413,-2.680207766762015e-07
492.3106697,-3.337674676261609e-07
492.6764601,-1.6732627022254022e-07
493.0422124,-2.0848688192518208e-07
493.4079264,-1.9934030505112506e-07
493.7736024,-3.4349346507520814e-07
494.1392401,-2.8601725541796593e-07
494.5048397,-5.944555695858234e-07
494.8704011,-4.074999345125205e-07
495.2359242,-3.6051462068978067e-07
495.6014091,-2.3855850925588736e-07
495.9668557,-3.0208163585990416e-07
496.3322641,-2.476950640691843e-07
496.6976342,-3.3916237976388774e-07
497.062966,-5.913342605556549e-07
497.4282595,-2.06617098598338e-06
497.7935147,8.921331940095928e-07
498.1587315,2.8533987333639114e-07
498.5239099,4.146494006266322e-07
498.88905,3.6142071983191503e-07
499.2541517,8.835569144546304e-07
499.619215,-5.59387332518108e-07
499.9842399,-3.2183827242775435e-07
500.3492263,-2.9623253905164534e-07
500.7141743,-1.6147119811925626e-07
501.0790839,-1.5578846790956885e-07
501.4439549,-1.7035774056818206e-07
501.8087875,-2.6554961676989517e-07
502.1735816,-2.063216042012185e-07
502.5383371,-2.9546605536457814e-07
502.9030541,-5.10447911117531e-07
503.2677326,1.5914641484109619e-06
503.6323724,-5.180317347398429e-07
503.9969737,-3.277000531335029e-06
504.3615364,3.965502967912839e-06
504.7260605,1.6754714748227453e-06
505.090546,-4.0182402244665404e-07
505.4549928,-4.261225303791878e-07
505.8194009,-3.856328979208948e-07
506.1837704,-3.88406853133779e-07
506.5481012,-2.575608173594279e-07
506.9123933,-2.898930482116448e-07
507.2766467,-2.6502554763333546e-07
507.6408613,-2.635542373137823e-07
508.0050372,-1.7822835919757142e-07
508.3691743,-1.7520628447902218e-07
508.7332727,-1.6287406541724102e-07
509.0973322,-1.9615884253280414e-07
509.461353,-1.6147023644827883e-07
509.8253349,-1.7885327823520506e-07
510.189278,-2.140856111327689e-07
510.5531822,-3.0365008822954646e-07
510.9170476,-2.5777969593610013e-07
511.280874,-6.606431745061582e-07
511.6446616,4.514396633280239e-06
512.0084103,8.031029815968892e-07
512.37212,1.42772424595225e-06
512.7357908,4.327020589275889e-06
513.0994226,6.810736260081127e-06
513.4630155,-2.373474819308435e-06
513.8265694,-2.6376370481438233e-06
514.1900842,1.2747245679164524e-05
514.5535601,6.719315394289407e-07
514.9169969,1.4277708661642135e-06
515.2803947,5.4476170043529785e-06
515.6437534,-5.890792037183203e-07
516.007073,-4.50233017014365e-07
516.3703535,-3.185077549478026e-07
516.7335949,-2.0865367943475351e-07
517.0967972,-1.89098628648822e-07
517.4599603,-1.914558912043815e-07
517.8230843,-2.0603440537520732e-07
518.1861692,-2.0826129463762258e-07
518.5492148,-4.000102705182817e-07
518.9122213,-6.817966554723444e-07
519.2751885,-7.3877420864046675e-06
519.6381165,4.053479339626465e-06
520.0010052,2.544240132034921e-06
520.3638547,-1.2120041602353355e-06
520.7266649,-3.9591282246267054e-07
521.0894359,-2.7176831328961187e-07
521.4521675,-2.48788045801825e-07
521.8148598,-2.182669209237004e-07
522.1775127,-2.698779649887777e-07
522.5401264,-4.228044621327337e-07
522.9027006,-3.416552919195762e-07
523.2652355,-2.9286240980885457e-07
523.627731,-3.2541915908375227e-07
523.990187,-2.6748793084666986e-07
524.3526037,-2.7053899000679254e-07
524.7149809,-3.292232439299676e-07
525.0773186,-3.508408217114444e-07
525.4396169,-4.592872699274137e-07
525.8018757,-7.312475649906349e-07
526.164095,-7.538721222761678e-07
526.5262747,-9.022970395130384e-07
526.888415,-1.0084311028814148e-06
527.2505157,-6.617453982138444e-07
527.6125768,-4.2331174818655714e-07
527.9745984,-2.407653405924176e-07
528.3365803,-2.5484639383531385e-07
528.6985227,-2.2600940936927756e-07
529.0604254,-2.0634505743364242e-07
529.4222885,-2.2216024931682407e-07
529.784112,-3.952062247767124e-07
530.1458958,-2.6900049848579155e-07
530.5076399,-3.1273262330935793e-07
530.8693443,-3.892852713237649e-07
531.231009,-4.411484998825487e-07
531.592634,-5.003131425867491e-07
531.9542192,-7.316524182926238e-07
532.3157647,-9.548486205568032e-07
532.6772704,-1.4096250074194012e-06
533.0387363,-1.1428339204652971e-06
533.4001624,-4.849675386441677e-07
533.7615487,-7.751286799803559e-07
534.1228952,-6.855331266783232e-07
534.4842018,-3.5363286135463165e-07
534.8454685,-3.459462519189075e-07
535.2066954,-4.341231342398318e-07
535.5678824,-4.0891333230153297e-07
535.9290295,-3.274663502281967e-07
536.2901367,-3.8615324094804486e-07
536.6512039,-3.29100987003464e-07
537.0122312,-3.700826235948996e-07
537.3732185,-2.9190758958703477e-07
537.7341658,-2.984643335470852e-07
538.0950731,-3.529710915151304e-07
538.4559404,-4.258285564644876e-07
538.8167677,-3.844635186907616e-07
539.177555,-4.1747731314431054e-07
539.5383022,-3.122279538288129e-07
539.8990093,-2.7995049340217114e-07
540.2596763,-2.8864409543941306e-07
540.6203032,-2.0876983798097212e-07
540.98089,-2.1806612733805755e-07
541.3414367,-2.793618588055699e-07
541.7019432,-2.469633885221296e-07
542.0624096,-1.9190230817387667e-07
542.4228358,-2.9152280906823303e-07
542.7832218,-2.7648288171409083e-07
543.1435676,-2.5843321586792457e-07
543.5038731,-2.8220498904618237e-07
543.8641385,-2.846102708078938e-07
544.2243636,-2.570729251679392e-07
544.5845484,-1.3157172880719958e-07
544.9446929,-8.610796737656201e-08
545.3047971,-5.481113008486376e-08
545.664861,-4.2942922421806325e-08
546.0248846,-3.6406558841696264e-08
546.3848679,-4.086632010495853e-08
546.7448107,-5.008201426815108e-08
547.1047133,-7.911691683011842e-08
547.4645754,-1.2249634590822096e-07
547.8243971,-2.543549240110021e-07
548.1841784,-4.0654722859019286e-07
548.5439193,-3.5023823102053693e-07
548.9036197,-3.101366931691806e-07
549.2632796,-8.122141960903455e-07
549.6228991,-4.316357111541807e-07
549.9824781,-2.3085424111662607e-07
550.3420166,-2.6720818666053816e-07
550.7015145,-2.405016056508324e-07
551.0609719,-1.9168775594456294e-07
551.4203888,-1.7206036118883107e-07
551.7797651,-1.971339440554591e-07
552.1391008,-1.9955957625165785e-07
552.4983959,-2.625760205777772e-07
552.8576504,-2.8911472821311203e-07
553.2168643,-8.79988871223725e-07
553.5760375,-1.258563413762243e-06
553.9351701,-1.4880309613323435e-06
554.294262,-3.018728010179402e-07
554.6533132,-3.3290954754940466e-07
555.0123237,-2.3194723362729071e-07
555.3712934,-2.3429182739987348e-07
555.7302225,-2.1319661563157639e-07
556.0891108,-2.2725891869832144e-07
556.4479583,-2.1429799220698783e-07
556.806765,-1.8056358190325965e-07
557.165531,-1.9708403087874257e-07
557.5242561,-1.900203327942539e-07
557.8829405,-2.855905298108243e-07
558.241584,-2.524404166163747e-07
558.6001866,-2.708703660833014e-07
558.9587483,-1.826722978859965e-07
559.3172692,-1.6253059089513773e-07
559.6757492,-1.7434240965878929e-07
560.0341882,-1.6345234201927608e-07
560.3925864,-2.0351495567187088e-07
560.7509436,-2.599153378188018e-07
561.1092598,-3.317446811253769e-07
561.467535,-2.1050236291098119e-07
561.8257693,-2.498947237889953e-07
562.1839625,-2.923514160186295e-07
562.5421148,-3.7905251598147737e-07
562.900226,-3.946131536455563e-07
563.2582961,-6.764735153989031e-07
563.6163252,-7.572549185391532e-07
563.9743132,-3.73391215888313e-07
564.3322601,-2.9831991286651586e-07
564.6901659,-2.643920646579642e-07
565.0480306,-2.390294362688893e-07
565.4058541,-1.9689427295402438e-07
565.7636365,-2.1921173619738662e-07
566.1213777,-2.630283009953955e-07
566.4790777,-2.865795479198515e-07
566.8367366,-3.4666492219398147e-07
567.1943542,-3.955185035331231e-07
567.5519306,-3.0103814911434247e-07
567.9094657,-2.434027612144247e-07
568.2669595,-1.9020976703184278e-07
568.6244121,-1.8096995886945454e-07
568.9818234,-1.937824398433468e-07
569.3391934,-1.6826655804642558e-07
569.6965221,-1.7172729762017315e-07
570.0538095,-1.7830797446899084e-07
570.4110554,-1.870735864353465e-07
570.7682601,-1.9232401946316816e-07
571.1254233,-2.79286259417763e-07
571.4825452,-3.400339387620009e-07
571.8396256,-4.4063708093076e-07
572.1966646,-6.276972330134145e-07
572.5536622,-6.781519617766353e-07
572.9106183,-1.3281606464904901e-06
573.2675329,-3.8581201803469616e-07
573.6244061,-4.526850167257741e-07
573.9812377,-3.142471674206567e-07
574.3380279,-2.7265414165117297e-07
574.6947765,-2.596920551720866e-07
575.0514835,-2.53335772736509e-07
575.408149,-2.2175308504402618e-07
575.7647729,-2.0661802817734729e-07
576.1213553,-2.03033215309476e-07
576.477896,-1.70064903972119e-07
576.8343951,-1.9557226587638524e-07
577.1908525,-2.2390760089292903e-07
577.5472684,-2.0170122581305275e-07
577.9036425,-1.9340358367903537e-07
578.259975,-2.0060245618288606e-07
578.6162657,-2.2852084611839706e-07
578.9725148,-2.066813554003983e-07
579.3287221,-2.0002037934877898e-07
579.6848877,-2.798301636403833e-07
580.0410115,-4.373542412116737e-07
580.3970936,-6.297932124588384e-07
580.7531338,-1.64159393408976e-06
581.1091323,2.8849711516701326e-06
581.4650889,-6.42412160472459e-07
581.8210038,-2.813922202633034e-07
582.1768767,-2.1123953192549583e-07
582.5327078,-2.1012670594179264e-07
582.8884971,-1.8061848743039724e-07
583.2442444,-2.3605275243451141e-07
583.5999498,-3.257332147915591e-07
583.9556133,-4.064191068595593e-07
584.3112349,-2.798225670725284e-07
584.6668145,-3.900336469896934e-07
585.0223522,-3.261675366980309e-07
585.3778478,-2.670893535178504e-07
585.7333015,-2.163928733307819e-07
586.0887131,-2.0556519249099248e-07
586.4440828,-2.1653321598226015e-07
586.7994103,-3.2128433337511153e-07
587.1546959,-4.1066925921114665e-07
587.5099393,-1.11422642421838e-06
587.8651407,-1.8632661380092427e-05
